Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Rice,1998,Kharif,Andhra Pradesh,1.0000000000000002,1.0,0.3116525512119822,1.0,0.9999999999999998,0.486908077942264
Rice,1998,Rabi,Andhra Pradesh,1.0000000000000002,1.0,0.3116525512119822,1.0,0.9999999999999998,0.588643668340621
Sesamum,1998,Kharif,Andhra Pradesh,0.26117897945281093,0.030181994144037008,0.3116525512119822,0.19378172927087428,0.2837434442538912,0.037783015560554634
Sesamum,1998,Rabi,Andhra Pradesh,0.5961377423671675,0.09349856881576682,0.3116525512119822,0.44230461217012434,0.64763942705447,0.047705163911752176
Small millets,1998,Kharif,Andhra Pradesh,0.0177684314828926,0.007217433382269719,0.3116525512119822,0.013183106971097681,0.019304562861830684,0.139961431311339
Sugarcane,1998,Whole Year,Andhra Pradesh,1.0000000000000002,1.0,0.3116525512119822,0.8538457205081109,0.9999999999999998,1.0
Sunflower,1998,Kharif,Andhra Pradesh,1.0000000000000002,0.5039080761439222,0.3116525512119822,0.8238791349495197,0.9999999999999998,0.1472240703934836
Sunflower,1998,Rabi,Andhra Pradesh,0.666145200854091,0.14697318887531063,0.3116525512119822,0.49424669380501585,0.723694857543337,0.07589457895051482
Tobacco,1998,Whole Year,Andhra Pradesh,1.0000000000000002,0.8073683433529899,0.3116525512119822,0.7715374988405136,0.9999999999999998,0.29641942874904437
Urad,1998,Kharif,Andhra Pradesh,0.4065790855410365,0.1013721325055156,0.3116525512119822,0.3016614372818028,0.44170472296153795,0.12987307619778518
Urad,1998,Rabi,Andhra Pradesh,1.0000000000000002,0.7565182445233624,0.3116525512119822,1.0,0.9999999999999998,0.10726124602236325
Wheat,1998,Rabi,Andhra Pradesh,0.06192698222079814,0.020996169839330094,0.3116525512119822,0.04594657384849078,0.06727798824711599,0.09243149300059657
Arhar/Tur,1998,Kharif,Bihar,0.3541865806472459,0.3246631180952537,0.430222370561976,0.26278878249519816,0.3847860088672159,0.2852526406465339
Bajra,1998,Kharif,Bihar,0.03327777613230333,0.011941571596118989,0.430222370561976,0.02469027582559672,0.036153765923979675,0.11409574643731563
Banana,1998,Whole Year,Bihar,0.09554671786186451,1.0,0.430222370561976,0.07089075966746214,0.10380214613496187,1.0
Barley,1998,Rabi,Bihar,0.22028923850733328,0.15515841446111198,0.430222370561976,0.16344355805135652,0.23932122243066298,0.23484860971985766
Castor seed,1998,Kharif,Bihar,0.005247866791962067,0.0026573277452902147,0.430222370561976,0.003893465447934394,0.005702341639783324,0.16469213227290636
Coriander,1998,Whole Year,Bihar,0.015996704264261998,0.00597406644959689,0.430222370561976,0.011868572751260811,0.01737977542868936,0.13414865979278456
Cotton(lint),1998,Kharif,Bihar,0.00022887053736109577,0.00028869733529078876,0.430222370561976,0.00016961774918678834,0.00024975231550455516,0.40411399181442953
Dry chillies,1998,Whole Year,Bihar,0.03394553958248629,0.02087150508090907,0.430222370561976,0.02518572337349876,0.036879217722488866,0.19134633245003788
Garlic,1998,Whole Year,Bihar,0.015759755943229335,0.01394933033700493,0.430222370561976,0.011692768782650409,0.017122357048573195,0.2790093390915996
Ginger,1998,Whole Year,Bihar,0.004294688318717032,0.003661207115733185,0.430222370561976,0.0031862540287516403,0.004666817701588751,0.2760788514810286
Gram,1998,Rabi,Bihar,0.5877045362140505,0.3903384812223708,0.430222370561976,0.43604758910549046,0.6384776728894265,0.1819790649387209
Groundnut,1998,Kharif,Bihar,0.026147785744865894,0.020172726303443866,0.430222370561976,0.01940017458832008,0.028407812849575068,0.19886814797098049
Jowar,1998,Kharif,Bihar,0.01418728072183075,0.008126173858128225,0.430222370561976,0.010526069718235923,0.015414035071438644,0.1912149131999984
Jute,1998,Kharif,Bihar,0.7880012601342528,1.0,0.430222370561976,0.5846578802076563,0.8560781099358048,0.9977035253527207
Linseed,1998,Rabi,Bihar,0.3127152392774153,0.11996358476793492,0.430222370561976,0.23201909244363672,0.33973194192915707,0.12638987320694345
Maize,1998,Kharif,Bihar,1.0000000000000002,1.0,0.430222370561976,1.0,0.9999999999999998,0.25160800192719
Maize,1998,Rabi,Bihar,1.0000000000000002,1.0,0.430222370561976,0.7596267799671589,0.9999999999999998,0.5587704774631701
Maize,1998,Summer,Bihar,0.81563266548013,1.0,0.430222370561976,0.6051590202744738,0.8860966033079876,0.4288154343316032
Mesta,1998,Kharif,Bihar,0.10477693200390964,0.39728033987549927,0.430222370561976,0.07773912335378554,0.11382976212403247,1.0
Niger seed,1998,Kharif,Bihar,0.14023840232209356,0.052122991626136955,0.430222370561976,0.10404978547422865,0.15235476287550856,0.11916434539113302
Onion,1998,Whole Year,Bihar,0.10989824685168381,0.6331362208534616,0.430222370561976,0.08153888640261489,0.11939350938517958,1.0
Other  Rabi pulses,1998,Rabi,Bihar,1.0000000000000002,1.0,0.430222370561976,1.0,0.9999999999999998,0.15751705069664482
Other Kharif pulses,1998,Kharif,Bihar,0.826936177431211,0.31736038777301173,0.430222370561976,0.6135456686861382,0.8983766301230746,0.1225610258021683
Potato,1998,Whole Year,Bihar,0.9608658307058098,1.0,0.430222370561976,0.7129148663984267,0.9999999999999998,1.0
Ragi,1998,Kharif,Bihar,0.3878117014774266,0.19869266036234798,0.430222370561976,0.2877369638589107,0.42131601717279166,0.17146260979521505
Rapeseed &Mustard,1998,Rabi,Bihar,0.577558839922561,0.29039343213562213,0.430222370561976,0.4285199828131724,0.6274554858862706,0.1595282875937938
Rice,1998,Summer,Bihar,0.715344288603055,0.8890303214218345,0.430222370561976,0.5307499905601212,0.7771442739238207,0.3480856129389237
Rice,1998,Winter,Bihar,1.0000000000000002,1.0,0.430222370561976,1.0,0.9999999999999998,0.24501314840314836
Safflower,1998,Rabi,Bihar,0.003836947243994841,0.001335225175719898,0.430222370561976,0.002846632725754273,0.00416953219454616,0.11743242833967939
Sannhamp,1998,Whole Year,Bihar,0.022593560929375936,0.007807950659000878,0.430222370561976,0.016763115059164047,0.02454653714783259,0.10562816933944416
Sesamum,1998,Kharif,Bihar,0.0983577865795702,0.03128101240906444,0.430222370561976,0.0729764340223401,0.10685606418997637,0.11093736455635982
Small millets,1998,Kharif,Bihar,0.1724741443607646,0.06011793942276936,0.430222370561976,0.1279671162947256,0.18737536340676683,0.1241122776811536
Sugarcane,1998,Whole Year,Bihar,0.5758625053515317,1.0,0.430222370561976,0.42726138621971155,0.6256126043013481,1.0
Sunflower,1998,Kharif,Bihar,0.12315658245128423,0.059169831128462115,0.430222370561976,0.09137591755531513,0.13379723783622502,0.16908720803845217
Sweet potato,1998,Whole Year,Bihar,0.09652682228068143,0.6356918484010925,0.430222370561976,0.07161794881035062,0.104866922161806,1.0
Tobacco,1998,Whole Year,Bihar,0.0944373689043025,0.04389511757034947,0.430222370561976,0.07006767745078618,0.1025969600825998,0.16087898479527757
Turmeric,1998,Whole Year,Bihar,0.01672370479470313,0.010786782254955834,0.430222370561976,0.012407971291315453,0.018169581822227592,0.21972276710737917
Urad,1998,Kharif,Bihar,0.13525171720217885,0.06102339924709047,0.430222370561976,0.1003499110439279,0.14693727605760926,0.14816453196612764
Wheat,1998,Rabi,Bihar,1.0000000000000002,1.0,0.430222370561976,1.0,0.9999999999999998,0.37243002113858686
Arhar/Tur,1998,Kharif,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.19964764423830644
Bajra,1998,Kharif,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.20464431109870962
Bajra,1998,Summer,Gujarat,0.9801017262223706,1.0,0.19788059576953568,0.7271869522137986,0.9999999999999998,0.4439621658920117
Banana,1998,Whole Year,Gujarat,0.09908478711001134,1.0,0.19788059576953568,0.07351583256239473,0.1076458705835146,1.0
Castor seed,1998,Kharif,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.47937080121712333
Cotton(lint),1998,Kharif,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.5381615598309233
Dry chillies,1998,Whole Year,Gujarat,0.09746923037569771,0.06102011859555308,0.19788059576953568,0.07231716914005108,0.10589074526454074,0.19800490430276355
Garlic,1998,Whole Year,Gujarat,0.15239815934236073,0.6512093301729723,0.19788059576953568,0.11307172549973518,0.16556500610965175,1.0
Gram,1998,Rabi,Gujarat,0.7749260209645412,0.4110656376356345,0.19788059576953568,0.574956697576155,0.8418732956875763,0.14796254041697424
Groundnut,1998,Kharif,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.24599596269916477
Groundnut,1998,Summer,Gujarat,0.6876859573116059,0.6879526273918001,0.19788059576953568,0.5102288727695979,0.7470965284629882,0.30627586757378655
Jowar,1998,Kharif,Gujarat,0.9520987428276012,0.5265445717519499,0.19788059576953568,0.706410119559842,0.9999999999999998,0.17915527032149609
Jowar,1998,Rabi,Gujarat,0.33495607031979946,0.16895355417585933,0.19788059576953568,0.24852069222456763,0.36389416715369716,0.16218322071542926
Maize,1998,Kharif,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.3251465231706507
Moong(Green Gram),1998,Kharif,Gujarat,0.9380972511302166,0.22669302123401708,0.19788059576953568,0.6960217032328636,0.9999999999999998,0.11137775871958668
Moth,1998,Kharif,Gujarat,0.23102192041229008,0.04560105636979504,0.19788059576953568,0.17140667872045948,0.25098110496637926,0.06531533454624862
Oilseeds total,1998,Whole Year,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.2645675684224804
Onion,1998,Whole Year,Gujarat,0.2811041791760122,1.0,0.19788059576953568,0.20856524481311264,0.3053899898545687,1.0
Other  Rabi pulses,1998,Rabi,Gujarat,0.015614355837141112,0.005249042459832523,0.19788059576953568,0.011584889074639481,0.016964395769865546,0.1070127644110764
Other Cereals,1998,Kharif,Gujarat,0.0608499443979224,0.015090997072018504,0.19788059576953568,0.04514746490026168,0.06610790470113342,0.06382044139020565
Other Kharif pulses,1998,Kharif,Gujarat,0.06892772806949048,0.018699713763153363,0.19788059576953568,0.051140782011979934,0.07488353129600268,0.07800667304071066
Potato,1998,Whole Year,Gujarat,0.1701692834198105,1.0,0.19788059576953568,0.12625702314551535,0.18487138461836414,1.0
Ragi,1998,Kharif,Gujarat,0.10608553295870368,0.06692529136286467,0.19788059576953568,0.07871004072588389,0.1152514136324013,0.16821655587655704
Rapeseed &Mustard,1998,Rabi,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.2716680951069565
Rice,1998,Kharif,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.33420909484313166
Sesamum,1998,Kharif,Gujarat,1.0000000000000002,0.44912119546942025,0.19788059576953568,1.0,0.9999999999999998,0.10691337168771015
Small millets,1998,Kharif,Gujarat,0.0608499443979224,0.015090997072018504,0.19788059576953568,0.04514746490026168,0.06610790470113342,0.06382044139020565
Small millets,1998,Rabi,Gujarat,0.012383242368513878,0.003280651537395327,0.19788059576953568,0.00918756222995218,0.013454145131917842,0.0906792371876281
Sugarcane,1998,Whole Year,Gujarat,1.0000000000000002,1.0,0.19788059576953568,0.7843232420121792,0.9999999999999998,1.0
Tobacco,1998,Whole Year,Gujarat,0.5584414185665165,0.6059363389569169,0.19788059576953568,0.4143357989821059,0.6066865029450801,0.3550782086613372
Urad,1998,Kharif,Gujarat,0.6742229845256591,0.24670499561212858,0.19788059576953568,0.5002400109167342,0.7324704841382061,0.11688576855829377
Wheat,1998,Rabi,Gujarat,1.0000000000000002,1.0,0.19788059576953568,1.0,0.9999999999999998,0.4780891590145608
Arhar/Tur,1998,Kharif,Haryana,0.0767200967179965,0.044288795754836914,0.16116650673786978,0.05692233525241747,0.08334908575118657,0.17855717077152802
Bajra,1998,Kharif,Haryana,1.0000000000000002,1.0,0.16116650673786978,1.0,0.9999999999999998,0.19847755228214295
Barley,1998,Rabi,Haryana,0.1958889466300833,0.3280651537395327,0.16116650673786978,0.14533974482922624,0.21281297969642787,0.3248474732971023
Cotton(lint),1998,Kharif,Haryana,1.0000000000000002,1.0,0.16116650673786978,1.0,0.9999999999999998,0.14753532648087256
Dry chillies,1998,Whole Year,Haryana,0.010180700020732979,0.005249042459832523,0.16116650673786978,0.007553384430823672,0.011061324280383488,0.14368497488925594
Gram,1998,Rabi,Haryana,1.0000000000000002,0.9645115519942261,0.16116650673786978,1.0,0.9999999999999998,0.11205214671180071
Groundnut,1998,Kharif,Haryana,0.0064379935862397646,0.0026245212299162617,0.16116650673786978,0.00477648083572755,0.006995283958094062,0.05413459485171045
Jowar,1998,Kharif,Haryana,0.6995872252543829,0.08201628843488318,0.16116650673786978,0.5190590266475295,0.7600259516460957,0.0200414256760187
Maize,1998,Kharif,Haryana,0.1083311568193996,0.12794540995841774,0.16116650673786978,0.08037618288294156,0.11769103782577496,0.18495317557049998
Masoor,1998,Rabi,Haryana,0.059805217709732926,0.024932951684204483,0.16116650673786978,0.044372329220479456,0.06497292366153032,0.16427398034666016
Moong(Green Gram),1998,Kharif,Haryana,0.11180998898728826,0.017715518301934765,0.16116650673786978,0.08295730478572155,0.12147040767929866,0.01929045887087096
Moth,1998,Kharif,Haryana,0.011785486376817839,0.0013122606149581308,0.16116650673786978,0.008744056763685032,0.012804748763897516,0.005632250841479295
Onion,1998,Whole Year,Haryana,0.025345392566823464,0.195854896782501,0.16116650673786978,0.0188048384218894,0.027536100607818054,1.0
Peas & beans (Pulses),1998,Rabi,Haryana,0.009378306842690549,0.005905172767311589,0.16116650673786978,0.006958048264392993,0.010189612038626476,0.16727784756725114
Potato,1998,Whole Year,Haryana,0.07251964920878108,0.697794582003986,0.16116650673786978,0.05380581035432398,0.07878575992185455,1.0
Rapeseed &Mustard,1998,Rabi,Haryana,1.0000000000000002,1.0,0.16116650673786978,1.0,0.9999999999999998,0.21570038221815935
Rice,1998,Kharif,Haryana,1.0000000000000002,1.0,0.16116650673786978,1.0,0.9999999999999998,0.45076780231725216
Sannhamp,1998,Whole Year,Haryana,0.004289303129602654,0.0006561303074790654,0.16116650673786978,0.003182258484010495,0.004660967283858839,0.012977644386867616
Sesamum,1998,Kharif,Haryana,0.0166806232817881,0.003280651537395327,0.16116650673786978,0.01237600693338629,0.01812277848038829,0.035068171849682
Sugarcane,1998,Whole Year,Haryana,0.6897000180403835,1.0,0.16116650673786978,0.5117232065027862,0.7492845846939756,1.0
Sunflower,1998,Rabi,Haryana,0.13312456750199927,0.11711925988501316,0.16116650673786978,0.09877167087117543,0.1446263610542937,0.1925948146354623
Sweet potato,1998,Whole Year,Haryana,0.0004712040475081384,0.00492097730609299,0.16116650673786978,0.00034941726253833583,0.000513021113350633,1.0
Urad,1998,Kharif,Haryana,0.010536122502281975,0.0016403257686976635,0.16116650673786978,0.007817090383739275,0.011447451850557736,0.029766445250721398
Wheat,1998,Rabi,Haryana,1.0000000000000002,1.0,0.16116650673786978,1.0,0.9999999999999998,0.7541731981364717
Arhar/Tur,1998,Kharif,Himachal Pradesh,0.0006866116120832873,9.84195461218598e-05,0.45070716341941686,0.0005092390521841558,0.0007470378225471467,0.050267838006185145
Bajra,1998,Kharif,Himachal Pradesh,0.0025229611000864324,0.000872653308947157,0.45070716341941686,0.0018717198089147713,0.002742030268447426,0.29109349335642876
Barley,1998,Rabi,Himachal Pradesh,0.14406188659330246,0.09105776407194469,0.45070716341941686,0.10688662224044196,0.15650855946374667,0.21935056589893392
Coriander,1998,Rabi,Himachal Pradesh,0.002124457105622407,0.00041992339678660184,0.45070716341941686,0.0015760494980700045,0.0023090993564338757,0.10109890111623109
Cotton(lint),1998,Whole Year,Himachal Pradesh,0.000304263184962398,9.84195461218598e-05,0.45070716341941686,0.0002255553755628254,0.00033165816372333494,0.1080922790456297
Dry chillies,1998,Whole Year,Himachal Pradesh,0.005420192843622186,0.0007348659443765532,0.45070716341941686,0.004021322879651051,0.005889555007140535,0.04041139918144296
Garlic,1998,Whole Year,Himachal Pradesh,0.003567687788275905,0.0022964560761767287,0.45070716341941686,0.0026468554886969983,0.003877011308050518,0.21433274238972222
Ginger,1998,Whole Year,Himachal Pradesh,0.009809121971840848,0.008631394194887105,0.45070716341941686,0.007277691843684634,0.010657645457019502,0.234583244028864
Gram,1998,Rabi,Himachal Pradesh,0.010272248235677418,0.005422916991314476,0.45070716341941686,0.0076213086914231455,0.01116078138179201,0.14478013464915573
Groundnut,1998,Kharif,Himachal Pradesh,0.0015159307356976109,0.0009382663396950635,0.45070716341941686,0.0011245529423205627,0.0016480021529537245,0.14080626886856584
Horse-gram,1998,Kharif,Himachal Pradesh,0.016303660043781587,0.004838961017658107,0.45070716341941686,0.012096318801506106,0.01771324923929439,0.09205913862309201
Linseed,1998,Rabi,Himachal Pradesh,0.01283559825412169,0.0020241619985729166,0.45070716341941686,0.009523187988208403,0.01394558022123052,0.057955860289484046
Maize,1998,Kharif,Himachal Pradesh,1.0000000000000002,1.0,0.45070716341941686,1.0,0.9999999999999998,0.4395971715835014
Masoor,1998,Rabi,Himachal Pradesh,0.00628720829103716,0.0016993774963707793,0.45070716341941686,0.004664605582975476,0.006831472261656504,0.10770399508595414
Moong(Green Gram),1998,Kharif,Himachal Pradesh,0.00033118913053429156,8.201628843488318e-05,0.45070716341941686,0.00024553309926855283,0.00036091025237289915,0.07392329118556638
Peas & beans (Pulses),1998,Rabi,Himachal Pradesh,0.02608854866460773,0.035821434136819576,0.45070716341941686,0.01935622359616748,0.028343458254546025,0.3643596884889265
Potato,1998,Kharif,Himachal Pradesh,0.05697260823556972,0.40859530702797575,0.45070716341941686,0.04227067268663692,0.06189560393559618,1.0
Potato,1998,Rabi,Himachal Pradesh,0.017504557216288043,0.09433841560934002,0.45070716341941686,0.012987325278781551,0.019017892393064954,1.0
Rapeseed &Mustard,1998,Rabi,Himachal Pradesh,0.05681643775125273,0.01880797526388741,0.45070716341941686,0.0421548018891437,0.0617259418214287,0.14702521240336133
Rice,1998,Kharif,Himachal Pradesh,0.44225596342379553,0.38382638792064105,0.45070716341941686,0.3281319211918917,0.4804637404222105,0.28691197369970944
Sesamum,1998,Kharif,Himachal Pradesh,0.02456992533435293,0.006961542562352883,0.45070716341941686,0.018229479979164447,0.026693640454710604,0.07841344669397755
Small millets,1998,Kharif,Himachal Pradesh,0.07954193581393094,0.03241611784100323,0.45070716341941686,0.05901600069677771,0.0864147046416609,0.08594814655175186
Soyabean,1998,Kharif,Himachal Pradesh,0.0031476430373543643,0.0037825912226168118,0.45070716341941686,0.002335202998887649,0.003420678725117316,0.5001438671930422
Tobacco,1998,Whole Year,Himachal Pradesh,0.0003150335631911554,6.561303074790654e-05,0.45070716341941686,0.00023354646504511635,0.0003433589991831606,0.12419112919175153
Turmeric,1998,Whole Year,Himachal Pradesh,0.0004496632910506235,0.00019355844070632428,0.45070716341941686,0.00033343508357375386,0.0004896194424309817,0.13207628025154527
Urad,1998,Kharif,Himachal Pradesh,0.08160984843385237,0.02023177803111698,0.45070716341941686,0.06055028987737758,0.08866126504994742,0.1010733000020277
Wheat,1998,Rabi,Himachal Pradesh,1.0000000000000002,1.0,0.45070716341941686,1.0,0.9999999999999998,0.26875223188892733
Arhar/Tur,1998,Kharif,Madhya Pradesh,1.0000000000000002,1.0,0.2759397555175436,1.0,0.9999999999999998,0.18079994290756374
Bajra,1998,Kharif,Madhya Pradesh,0.784080842458985,0.5652562598932148,0.2759397555175436,0.5817491236361023,0.8518190058284282,0.1800728519455675
Barley,1998,Rabi,Madhya Pradesh,0.49920433830835054,0.34676486750268604,0.2759397555175436,0.37038480682950536,0.5423319079160388,0.2704043588996781
Cotton(lint),1998,Kharif,Madhya Pradesh,1.0000000000000002,0.23850336676864026,0.2759397555175436,1.0,0.9999999999999998,0.027269480682743787
Gram,1998,Rabi,Madhya Pradesh,1.0000000000000002,1.0,0.2759397555175436,1.0,0.9999999999999998,0.1720700337334401
Groundnut,1998,Kharif,Madhya Pradesh,1.0000000000000002,0.872653308947157,0.2759397555175436,0.9956875588187761,0.9999999999999998,0.21298478685526195
Jowar,1998,Kharif,Madhya Pradesh,1.0000000000000002,1.0,0.2759397555175436,1.0,0.9999999999999998,0.2126271769217241
Jowar,1998,Rabi,Madhya Pradesh,0.05061808508060282,0.029853928990297474,0.2759397555175436,0.037555929892085234,0.054992111014299024,0.2180961099230666
Linseed,1998,Rabi,Madhya Pradesh,1.0000000000000002,0.36480845095836034,0.2759397555175436,1.0,0.9999999999999998,0.07930110259274682
Maize,1998,Kharif,Madhya Pradesh,1.0000000000000002,1.0,0.2759397555175436,1.0,0.9999999999999998,0.2550915536388374
Rapeseed &Mustard,1998,Rabi,Madhya Pradesh,1.0000000000000002,1.0,0.2759397555175436,1.0,0.9999999999999998,0.135763318536987
Rice,1998,Kharif,Madhya Pradesh,1.0000000000000002,1.0,0.2759397555175436,1.0,0.9999999999999998,0.11567234986547328
Sesamum,1998,Kharif,Madhya Pradesh,0.8713209061119204,0.13221025695703167,0.2759397555175436,0.6464769484426595,0.9465957730530162,0.050743666066986964
Small millets,1998,Kharif,Madhya Pradesh,1.0000000000000002,0.622667661797633,0.2759397555175436,1.0,0.9999999999999998,0.05889823203997233
Soyabean,1998,Kharif,Madhya Pradesh,1.0000000000000002,1.0,0.2759397555175436,1.0,0.9999999999999998,0.16282078741773937
Sugarcane,1998,Whole Year,Madhya Pradesh,0.3901004068510376,1.0,0.2759397555175436,0.28943507037389754,0.4238024447080046,1.0
Sunflower,1998,Kharif,Madhya Pradesh,0.04361733923191048,0.008201628843488316,0.2759397555175436,0.03236172172859608,0.04738656796541233,0.052699092850578624
Wheat,1998,Rabi,Madhya Pradesh,1.0000000000000002,1.0,0.2759397555175436,1.0,0.9999999999999998,0.31914814800951913
Arhar/Tur,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.12665523889793706
Bajra,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.1457856907064725
Castor seed,1998,Kharif,Maharashtra,0.05438771746066793,0.009513889458446449,0.422837832199925,0.04035281121088708,0.059087403425238015,0.05460467108907171
Cotton(lint),1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.20509963579546822
Gram,1998,Rabi,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.12137500386957627
Groundnut,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.17303525941150252
Groundnut,1998,Summer,Maharashtra,0.7259208000236949,0.6321815512560794,0.422837832199925,0.538597240431731,0.7886344943453695,0.2549079005855038
Jowar,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.27080565670979156
Jowar,1998,Rabi,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.12568930789311233
Linseed,1998,Rabi,Maharashtra,0.5600569753008301,0.09021791727837149,0.422837832199925,0.4155344624044495,0.6084416282640539,0.05677308763051498
Maize,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,0.8007049754508757,0.9999999999999998,0.3849153632156722
Maize,1998,Rabi,Maharashtra,0.3166464273309118,0.28738507467583063,0.422837832199925,0.23493584010467294,0.34400274687199345,0.2758707710182268
Maize,1998,Summer,Maharashtra,0.05869586875217091,0.05741140190441822,0.422837832199925,0.04354924700380348,0.06376773760916828,0.2812370545316866
Moong(Green Gram),1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.11905170029150934
Niger seed,1998,Kharif,Maharashtra,0.3688827617403854,0.061348183749292615,0.422837832199925,0.27369262409378425,0.40075179885214807,0.06041996999566959
Other  Rabi pulses,1998,Rabi,Maharashtra,0.746384518658334,0.18338842094039878,0.422837832199925,0.5537803104480838,0.8108660817190383,0.09863739883237224
Other Cereals,1998,Kharif,Maharashtra,0.6645296441197773,0.23850336676864026,0.422837832199925,0.4930480303826722,0.721939732224363,0.12734518961566904
Other Cereals,1998,Rabi,Maharashtra,0.11039368425020665,0.07676724597505065,0.422837832199925,0.08190647651880029,0.11993174781633158,0.2064923933783488
Other Kharif pulses,1998,Kharif,Maharashtra,1.0000000000000002,0.3835081647215137,0.422837832199925,1.0,0.9999999999999998,0.0803469703020841
Ragi,1998,Kharif,Maharashtra,0.8454719983629025,0.5219516595995966,0.422837832199925,0.6272983336851611,0.9185137679494345,0.203042639789689
Rapeseed &Mustard,1998,Rabi,Maharashtra,0.06677365242373899,0.007873563689748784,0.422837832199925,0.04954256411552173,0.07254336420403755,0.03510408595295649
Rice,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.2498097425659085
Rice,1998,Summer,Maharashtra,0.20140338028320712,0.2378472364611612,0.422837832199925,0.14943118264415925,0.21880380745185862,0.40477108767036946
Safflower,1998,Rabi,Maharashtra,1.0000000000000002,0.5783788660427961,0.422837832199925,1.0,0.9999999999999998,0.11442039860784009
Sesamum,1998,Kharif,Maharashtra,0.703841524654742,0.13581897364816653,0.422837832199925,0.5222155069930344,0.7646477816527268,0.06505249624329842
Sesamum,1998,Rabi,Maharashtra,0.06354253895511175,0.006561303074790654,0.422837832199925,0.04714523727083443,0.06903311356608983,0.03320063611386322
Soyabean,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.26170816367455446
Sugarcane,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,1.0
Sunflower,1998,Kharif,Maharashtra,0.9036320407981927,0.1847006815553569,0.422837832199925,0.6704502168895324,0.9816982794324932,0.06771373472597882
Sunflower,1998,Rabi,Maharashtra,1.0000000000000002,0.42615663470765297,0.422837832199925,1.0,0.9999999999999998,0.11204799655966916
Sunflower,1998,Summer,Maharashtra,0.08185218194399942,0.03936781844874392,0.422837832199925,0.06073008939072913,0.0889245338477935,0.16540043055438178
Urad,1998,Kharif,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.11861714311135449
Wheat,1998,Rabi,Maharashtra,1.0000000000000002,1.0,0.422837832199925,1.0,0.9999999999999998,0.24936790226597727
Arhar/Tur,1998,Kharif,Punjab,0.04684845270053772,0.017715518301934765,0.11986315657724564,0.03475904857328338,0.05089681860336003,0.13503321189896794
Bajra,1998,Kharif,Punjab,0.02153806386295771,0.013122606149581308,0.11986315657724564,0.015979988289899532,0.023399855272769676,0.1971287764948437
Barley,1998,Rabi,Punjab,0.16693816995118327,0.3280651537395327,0.11986315657724564,0.12385969630082803,0.18136113398041642,0.6155794066535698
Cotton(lint),1998,Kharif,Punjab,1.0000000000000002,1.0,0.11986315657724564,1.0,0.9999999999999998,0.19791729160082308
Gram,1998,Rabi,Punjab,0.08185218194399942,0.0341187759889114,0.11986315657724564,0.06073008939072913,0.0889245338477935,0.1509677879332582
Groundnut,1998,Kharif,Punjab,0.032308442091715156,0.016403257686976633,0.11986315657724564,0.02397107777219053,0.035100690732595356,0.1808656524340191
Linseed,1998,Rabi,Punjab,0.0016128641397564279,0.000984195461218598,0.11986315657724564,0.001196472747661182,0.0017533096720921556,0.1971287764948437
Maize,1998,Kharif,Punjab,0.8293164310197664,1.0,0.11986315657724564,0.6153116994617246,0.900962514759696,0.47705163911752174
Masoor,1998,Rabi,Punjab,0.025846215154460686,0.010498084919665047,0.11986315657724564,0.019176424082815932,0.028080189456699947,0.14415041781185445
Moong(Green Gram),1998,Kharif,Punjab,0.22779080694366285,0.08398467935732037,0.11986315657724564,0.16900935187577218,0.24747085432843155,0.11762017004096634
